Näringsvärden per 100 gram livsmedel
Livsmedelsnamn;Livsmedelsnummer;Energi (kJ)(kJ);Energi (kcal)(kcal);Protein(g);Fett(g);Kolhydrater(g);Fibrer(g);Salt(g);Aska(g);Vatten(g);Alkohol(g);Monosackarider(g);Disackarider(g);Sackaros(g);Fullkorn totalt(g);Summa mättade fettsyror(g);Fettsyra 4:0-10:0(g);Fettsyra 12:0(g);Fettsyra 14:0(g);Fettsyra 16:0(g);Fettsyra 18:0(g);Fettsyra 20:0(g);Summa enkelomättade fettsyror(g);Fettsyra 16:1(g);Fettsyra 18:1(g);Summa fleromättade fettsyror(g);Summa n-6 fettsyror(g);Fettsyra 18:2(g);Fettsyra 20:4(g);Summa n-3 fettsyror(g);Fettsyra 18:3(g);Summa långa n-3 fettsyror(g);EPA (Fettsyra 20:5)(g);DPA (Fettsyra 22:5)(g);DHA (Fettsyra 22:6)(g);Summa transfettsyror(g);Kolesterol(mg);Retinolekvivalenter();Retinol(µg);beta-Karoten(µg);Vitamin D(µg);Vitamin E(mg);Vitamin K(µg);Tiamin(mg);Riboflavin(mg);Vitamin C(mg);Niacin(mg);Niacinekvivalenter();Vitamin B6(mg);Vitamin B12(µg);Fosfor(mg);Folat(µg);Jod(µg);Avfall (skal etc.)(%);Järn(mg);Kalcium(mg);Kalium(mg);Magnesium(mg);Natrium(mg);Selen(µg);Zink(mg);
Fiskbullar frysta kokta;1355;279;67;6,7;2,1;5,3;0,0;4,4;3,9;82,1;0,0;0,0;0,0;0,0;0;1,1;0,1;0,1;0,2;0,5;0,2;0,0;0,5;0,0;0,5;0,2;;0,1;0,0;;0,0;;0,0;0,0;0,0;0,0;29,9;34;34;0;0,26;0,14;;0,03;0,03;0;0,9;2,1;0,05;0,38;106;2;128;0;0,19;54;178;9;1751;17,1;0,34;
Fiskpaté m skaldjur;1356;673;161;15,2;9,3;2,9;0,1;1,8;3,0;68,7;0,7;0,1;1,4;0,0;0;4,2;0,5;0,2;0,6;2,1;0,7;0,0;2,9;0,3;2,4;1,1;0,2;0,3;0,1;0,0;0,1;0,0;0,2;0,1;0,4;0,1;110,9;94;85;116;4,48;1,48;4;0,09;0,15;1;2,6;5,5;0,33;2,85;206;16;91;21;1,46;79;286;28;739;21,3;1,03;
Fiskfärs kokt;1357;880;210;21,2;11,8;4,9;0,0;2,6;4,0;57,9;0,0;0,1;2,7;0,0;0;6,7;1,0;0,3;1,0;3,1;1,2;0,0;3,1;0,1;2,8;0,6;0,3;0,4;0,0;0,0;0,1;0,0;0,0;0,0;0,1;0,3;145,9;133;129;42;3,20;2,13;8;0,08;0,18;1;2,3;6,4;0,25;1,44;284;24;161;39;0,62;106;484;36;1025;27,0;1,08;
Fiskgratäng m dillsås potatismos;1358;415;99;8,8;3,0;8,7;0,7;0,6;1,5;77,3;0,0;0,2;1,0;0,1;0;1,3;0,2;0,1;0,2;0,6;0,2;0,0;1,0;0,0;1,0;0,4;0,0;0,2;0,0;0,0;0,1;0,0;0,0;0,0;0,1;0,0;24,9;22;14;10;0,41;0,46;0;0,04;0,06;3;1,3;3,0;0,14;0,44;125;7;32;10;0,31;51;305;17;248;8,8;0,43;
Fiskgratäng m skaldjurssås o potatismos;1359;443;106;9,6;2,6;10,3;1,0;1,2;2,3;74,2;0,0;0,2;1,1;0,1;0;0,9;0,1;0,0;0,1;0,4;0,2;0,0;1,0;0,0;0,9;0,5;0,0;0,3;0,0;0,0;0,1;0,0;0,0;0,0;0,1;0,0;38,1;32;17;50;0,47;0,64;1;0,04;0,06;2;1,7;3,6;0,10;0,66;133;9;62;13;0,81;66;311;24;496;11,8;0,61;
Laxmousse;1360;1132;270;17,2;22,2;1,0;0,1;0,9;2,3;57,2;0,0;0,0;0,9;0,0;0;9,9;1,2;0,4;1,5;4,9;1,7;0,0;7,1;1,0;5,7;3,1;0,0;0,5;0,1;0,0;0,2;0,3;0,4;0,2;1,2;0,3;94,1;132;119;151;10,48;1,44;1;0,20;0,12;1;5,8;8,9;0,77;5,27;194;16;47;27;0,73;45;336;24;371;23,2;0,49;
Sillbullar;1361;684;163;8,7;8,6;12,1;1,6;0,8;1,5;67,1;0,0;0,6;0,7;0,4;4;1,7;0,0;0,0;0,3;0,9;0,3;0,0;4,2;0,2;3,2;2,2;0,0;1,0;0,0;0,0;0,4;0,0;0,2;0,0;0,3;0,0;27,1;46;5;5;1,63;1,29;1;0,10;0,09;4;2,4;4,0;0,15;1,04;87;11;10;7;0,87;19;266;22;317;6,5;1,02;
Sillsallad;1362;384;92;4,3;3,4;10,1;1,6;0,9;1,0;79,3;0,0;2,2;3,5;3,5;0;0,8;0,0;0,0;0,2;0,5;0,0;0,0;1,4;0,2;0,4;0,9;0,0;0,1;0,0;0,0;0,1;0,0;0,2;0,0;0,3;0,0;16,7;3;2;16;1,04;0,32;0;0,03;0,06;5;1,0;1,8;0,09;1,08;31;18;2;4;0,48;12;160;12;360;4,6;0,28;
Sushi lax;1363;556;133;8,5;4,8;13,5;0,4;0,5;1,3;71,4;0,0;0,0;0,2;0,2;0;1,0;0,0;0,0;0,1;0,7;0,1;0,0;2,0;0,4;1,5;1,3;;0,2;0,0;;0,1;;0,2;0,1;0,5;0,0;27,1;12;12;1;4,84;0,50;;0,10;0,05;4;2,5;4,0;0,42;2,40;103;16;16;14;0,47;13;174;17;193;10,1;0,42;
Sushi hälleflundra;1364;452;108;8,0;1,9;14,4;0,4;0,5;1,2;74,1;0,0;0,0;0,3;0,3;0;0,4;0,0;0,0;0,1;0,3;0,1;0,0;0,7;0,1;0,4;0,6;;0,1;0,0;;0,0;;0,1;0,0;0,3;0,0;17,2;0;10;1;3,10;0,24;;0,04;0,04;4;3,1;4,5;0,19;0,34;100;10;7;8;0,42;10;187;17;201;13,5;0,46;
Sushi tonfisk;1365;469;112;8,0;1,5;16,1;0,5;0,5;1,2;72,8;0,0;0,1;0,3;0,3;0;0,4;0,0;0,0;0,0;0,3;0,1;0,0;0,5;0,0;0,3;0,5;;0,1;0,0;;0,0;;0,1;0,0;0,2;0,0;10,2;176;176;1;1,21;0,27;;0,08;0,08;4;2,5;4,0;0,18;2,54;99;7;0;12;0,47;8;123;23;214;9,8;0,48;
Sushi rulle crabfish och gurka;1366;375;89;3,6;0,3;17,6;0,3;0,7;1,4;76,8;0,0;0,2;0,1;0,1;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,1;;0,1;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;6,0;2;0;19;0,09;0,12;;0,03;0,02;1;0,5;1,1;0,08;0,24;54;8;5;5;0,26;19;203;13;277;3,2;0,43;
Tonfisksallad u dressing;1367;267;64;7,3;0,4;6,7;1,7;0,3;1,1;82,7;0,0;0,4;0,6;0,6;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,7;124;85;463;1,04;0,42;0;0,08;0,06;7;3,9;5,2;0,15;0,48;72;38;8;6;0,79;28;262;17;128;9,9;0,53;
Sushi olika sorter;1368;463;111;7,0;2,1;15,4;0,4;0,6;1,3;73,8;0,0;0,1;0,2;0,2;0;0,5;0,0;0,0;0,1;0,3;0,1;0,0;0,8;0,1;0,6;0,6;;0,1;0,0;;0,0;0,0;0,1;0,0;0,3;0,0;15,2;47;50;5;2,31;0,28;;0,06;0,05;3;2,1;3,4;0,22;1,38;89;10;7;10;0,41;13;172;18;221;9,1;0,45;
Fiskgryta m purjolök morötter fänkål ärter;1370;427;102;13,1;3,9;2,8;1,8;1,0;2,0;76,7;0,0;0,9;1,0;1,0;0;0,5;0,0;0,0;0,0;0,2;0,1;0,0;2,0;0,0;2,0;1,2;;0,7;0,0;;0,3;0,0;0,0;0,0;0,1;0,0;35,0;105;2;757;0,91;1,16;;0,09;0,07;5;1,8;4,2;0,15;0,56;147;21;62;25;0,67;34;334;23;392;14,8;0,46;
Fisk m mandel o ströbröd fryst;1371;741;177;14,0;11,0;5,3;0,7;1,0;2,6;66,4;0,0;0,0;0,2;0,0;0;5,3;0,5;0,4;0,7;2,4;1,2;0,1;4,0;0,2;3,6;1,3;;0,9;0,0;;0,2;;0,1;0,0;0,2;;81,0;90;90;0;0,45;0,34;;0,05;0,03;0;2,1;4,7;0,11;0,80;70;6;;0;0,40;20;350;21;400;20,0;0,40;
Fiskgratäng m potatismos o dillsås fryst tillagad;1372;591;141;7,4;7,4;11,3;0,0;0,9;1,7;72,2;0,0;0,2;1,4;0,1;0;2,6;0,1;0,2;0,2;1,5;0,4;0,0;2,9;0,1;2,7;1,5;;1,1;0,0;;0,3;;0,0;0,0;0,1;;80,0;69;65;40;0,80;1,26;;0,06;0,11;1;1,1;2,4;0,11;0,81;96;23;;0;0,40;49;291;10;372;8,8;0,59;
Laxpaté;1373;924;221;13,1;18,1;0,9;1,8;1,3;2,1;64,0;0,0;0,2;0,7;0,1;0;8,2;1,2;0,3;1,4;0,0;1,3;0,0;5,4;0,6;3,5;3,5;;0,6;0,2;;0,2;1,9;0,6;0,6;0,9;0,9;102,0;117;102;179;3,80;1,65;5;0,10;0,16;0;2,7;5,1;0,16;1,37;141;20;24;0;0,46;34;284;18;516;18,0;0,53;
Fiskgratäng m potatismos o räksås fryst tillagad;1374;555;133;7,1;6,8;10,6;0,5;1,0;1,9;73,2;0,0;0,2;1,7;0,0;0;2,3;0,2;0,2;0,2;1,2;0,4;0,0;2,7;0,1;2,5;1,4;;1,0;0,0;;0,3;;0,0;0,0;0,1;0,0;85,0;59;55;47;0,56;1,28;;0,07;0,12;1;1,2;2,5;0,13;0,00;110;27;;0;0,29;53;315;25;405;8,0;0,62;
Sushi blandning 7 bitar;1375;665;159;6,1;1,7;29,0;0,7;1,1;1,4;61,1;0,0;0,4;1,7;0,9;0;0,3;0,0;0,0;0,1;0,2;0,0;0,0;0,5;0,1;0,2;0,3;;0,1;0,0;;0,0;0,2;0,1;0,0;0,1;;10,0;8;7;97;0,99;0,40;2;0,04;0,04;0;1,5;2,7;0,14;0,58;72;17;42;0;0,46;19;109;14;423;9,8;0,45;
Torskrom sillrom m.fl. rå;1376;502;120;24,5;2,3;0,0;0,0;0,3;1,7;71,5;0,0;0,0;0,0;0,0;0;0,4;0,0;0,0;0,0;0,3;0,0;0,0;0,4;0,1;0,3;0,8;;0,0;0,0;;0,0;;0,3;0,0;0,5;;360,0;0;0;0;7,00;10,00;;0,75;0,76;14;1,4;5,9;0,17;18,00;500;12;;0;0,60;17;260;25;130;20,0;2,10;
Kaviar orökt;1377;783;187;15,3;3,3;23,6;0,0;7,9;9,8;48,0;0,0;0,0;10,0;10,0;0;0,6;0,0;0,0;0,0;0,5;0,1;0,0;0,7;0,1;0,6;1,1;;0,3;0,1;;0,0;;0,3;0,0;0,6;;300,0;0;0;0;2,50;7,50;;0,33;0,46;0;0,5;3,3;0,13;5,70;255;6;;0;0,80;26;240;19;3150;10,0;2,00;
Kaviar rökt;1378;1619;387;11,8;32,5;12,7;0,0;5,5;7,0;36,0;0,0;0,0;10,0;10,0;0;5,8;0,0;0,0;0,2;4,7;0,7;0,1;10,6;0,2;9,5;14,4;;12,3;0,0;;1,4;;0,3;0,0;0,4;;210,0;0;0;0;2,50;5,50;;0,33;0,46;0;0,5;2,7;0,09;4,20;160;6;;0;0,60;23;100;14;2200;10,0;1,40;
Lättkaviar Kalles;1379;1128;270;9,0;15,8;23,0;0,0;10,5;7,7;44,5;0,0;0,0;12,6;12,6;0;1,2;0,0;0,0;0,0;0,7;0,3;0,1;8,6;0,1;8,3;4,3;;2,6;0,0;;1,3;0,3;0,0;0,0;0,3;0,2;115,6;19;17;16;1,38;6,59;11;0,17;0,28;33;0,6;2,3;0,08;8,00;227;32;44;0;0,51;11;253;9;4210;38,4;1,99;
Stenbitskaviar;1381;493;118;14,0;5,5;3,0;0,0;5,1;5,5;72,0;0,0;0,0;0,0;0,0;0;0,8;0,0;0,0;0,1;0,6;0,2;0,0;1,2;0,1;0,9;1,8;;0,2;0,0;;0,0;;0,6;0,1;0,8;;310,0;0;0;0;7,00;10,00;;0,25;0,55;0;0,8;3,4;0,20;15,00;330;12;;0;1,00;43;73;3;2050;20,0;1,20;
Löjrom saltad;1382;527;126;24,5;2,3;1,5;0,0;4,3;4,7;67,0;0,0;0,0;0,0;0,0;0;0,4;0,0;0,0;0,0;0,3;0,0;0,0;0,4;0,1;0,3;0,8;;0,0;0,0;;0,0;;0,3;0,0;0,5;;360,0;0;0;0;7,00;10,00;;0,75;0,76;14;1,4;5,9;0,17;18,00;320;12;140;0;0,85;28;160;41;1700;90,0;2,50;
Torskrom stekt;1383;666;159;24,3;5,9;2,0;0,0;1,1;1,9;65,9;0,0;0,0;0,0;0,0;0;0,7;0,0;0,0;0,0;0,4;0,1;0,1;2,8;0,1;2,7;1,8;;0,8;0,0;;0,4;;0,2;0,0;0,4;0,0;233,3;41;0;0;4,48;10,84;;0,22;0,44;0;0,8;5,3;0,16;12,66;407;8;;0;1,79;12;233;11;432;19,9;2,58;
Bläckfisk;1384;312;75;16,4;0,9;0,0;0,0;0,9;1,0;81,7;0,0;0,0;0,0;0,0;0;0,3;0,0;0,0;0,0;0,2;0,1;0,0;0,1;0,0;0,1;0,3;;0,0;0,1;;0,0;;0,1;0,0;0,1;0,0;233,0;50;50;0;1,30;1,20;;0,02;0,12;0;1,0;4,0;0,05;5,00;119;20;;22;0,50;12;230;20;365;50,0;1,60;
Musslor;1385;326;78;14,4;2,2;0,0;0,0;0,7;1,5;81,9;0,0;0,0;0,0;0,0;0;0,4;0,0;0,0;0,0;0,2;0,1;0,0;0,4;0,1;0,1;0,5;;0,0;0,1;;0,0;;0,2;0,0;0,1;0,0;50,0;84;84;0;0,00;0,90;;0,16;0,21;0;1,6;4,2;0,10;10,20;235;42;180;71;3,40;88;315;23;290;60,0;1,50;
Ostron;1386;236;56;9,5;2,0;0,0;0,0;0,2;1,8;86,7;0,0;0,0;0,0;0,0;0;0,6;0,0;0,1;0,1;0,3;0,1;0,0;0,2;0,1;0,1;0,6;;0,0;0,0;;0,0;;0,2;0,0;0,2;0,0;50,0;94;94;0;1,00;0,85;;0,13;0,18;0;1,9;3,6;0,05;18,00;148;10;60;91;6,40;90;121;28;73;70,0;50,00;
Sniglar vinbergssnäckor;1387;363;87;16,1;1,4;2,2;0,0;0,2;1,3;79,0;0,0;0,0;0,0;0,0;0;0,2;0,0;0,0;0,0;0,2;0,1;0,0;0,3;0,0;0,2;0,4;;0,1;0,1;;0,0;;0,2;0,0;0,1;0,0;50,0;90;90;0;1,10;0,80;;0,13;0,18;0;1,9;4,9;0,05;5,00;200;20;;35;3,50;170;121;250;73;50,0;2,00;
Grodlår råa frysta;1388;290;69;16,4;0,3;0,0;0,0;0,1;1,1;82,2;0,0;0,0;0,0;0,0;0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;;50,0;10;10;0;0,50;0,80;;0,14;0,25;0;1,2;4,2;1,20;1,00;147;10;;35;1,50;18;310;23;55;20,0;2,00;
Musslor konserv m lag;1389;213;51;7,9;0,7;3,1;0,0;1,0;2,3;86,0;0,0;0,0;0,0;0,0;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,2;;0,0;0,0;;0,0;;0,1;0,0;0,0;0,0;55,0;54;54;0;0,00;0,50;;0,01;0,11;0;1,0;2,5;0,08;5,00;137;20;;0;4,80;55;140;32;390;56,0;2,30;
Musslor konserv u lag;1390;400;96;15,8;2,5;2,3;0,0;1,0;2,4;77,0;0,0;0,0;0,0;0,0;0;0,4;0,0;0,0;0,0;0,2;0,1;0,0;0,5;0,1;0,1;0,6;;0,0;0,1;;0,0;;0,2;0,0;0,1;0,0;78,0;84;84;0;0,00;1,20;;0,02;0,24;0;2,2;5,1;0,08;10,00;310;18;;0;7,40;71;140;50;390;60,0;3,60;
Ostron konserv m lag;1391;243;58;9,5;2,2;0,0;0,0;0,3;2,2;86,1;0,0;0,0;0,0;0,0;0;0,6;0,0;0,1;0,1;0,3;0,1;0,0;0,2;0,1;0,1;0,7;;0,0;0,0;;0,0;;0,2;0,0;0,3;0,0;55,0;60;60;0;0,65;0,55;;0,02;0,20;0;0,8;2,5;0,04;19,00;124;9;;0;5,60;28;70;54;112;50,0;32,50;
Krabba blå;1392;347;83;18,0;1,1;0,0;0,0;0,7;1,8;79,0;0,0;0,0;0,0;0,0;0;0,2;0,0;0,0;0,0;0,1;0,1;0,0;0,2;0,1;0,1;0,4;;0,0;0,1;;0,0;;0,2;0,0;0,2;0,0;78,0;7;7;0;0,13;1,22;;0,08;0,08;0;1,4;4,7;0,30;0,50;229;20;;73;0,70;89;329;34;293;50,0;3,50;
Hummer;1393;358;86;16,9;1,9;0,0;0,0;0,7;2,2;79,0;0,0;0,0;0,0;0,0;0;0,2;0,0;0,0;0,0;0,1;0,1;0,0;0,4;0,1;0,2;0,7;;0,1;0,0;;0,1;;0,3;0,0;0,1;0,0;129,0;0;0;0;0,00;1,50;;0,10;0,05;0;1,5;4,6;0,21;0,50;183;17;700;72;0,60;29;220;29;270;104,0;4,60;
Kräfta;1394;288;69;14,9;1,0;0,0;0,0;0,4;1,0;82,0;0,0;0,0;0,0;0,0;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,0;0,1;0,3;;0,0;0,0;;0,0;;0,1;0,0;0,0;0,0;140,0;15;15;0;0,50;1,50;;0,15;0,04;0;1,9;4,6;0,20;2,70;200;17;;88;1,50;77;220;25;140;50,0;2,30;
Räkor;1395;409;98;20,3;1,7;0,0;0,0;0,4;1,4;76,6;0,0;0,0;0,0;0,0;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,1;0,1;0,3;;0,0;0,0;;0,0;;0,2;0,0;0,1;0,0;152,0;15;15;0;0,50;4,00;;0,02;0,03;0;3,2;6,9;0,10;0,90;166;7;;62;1,60;63;220;42;140;21,0;1,30;
Hummer konserv el kokt;1396;375;90;18,7;1,5;0,1;0,0;0,8;2,7;77,0;0,0;0,0;0,0;0,0;0;0,2;0,0;0,0;0,1;0,0;0,0;0,0;0,3;0,1;0,2;0,6;;0,0;0,0;;0,1;;0,2;0,0;0,1;0,0;132,0;0;0;0;0,00;1,50;;0,10;0,05;0;1,5;4,9;0,06;0,50;192;17;;72;0,80;65;260;47;330;100,0;3,40;
Krabba kokt;1397;364;87;17,3;1,9;0,0;0,0;0,5;1,8;79,0;0,0;0,0;0,0;0,0;0;0,2;0,0;0,0;0,0;0,1;0,1;0,0;0,4;0,1;0,2;0,6;;0,0;0,0;;0,1;;0,3;0,0;0,1;;100,0;9;9;0;0,13;1,22;;0,16;0,08;0;2,8;6,0;0,30;10,00;173;20;;84;0,80;43;110;34;210;50,0;5,50;
Krabba konserv;1398;410;98;17,4;2,5;1,3;0,0;1,4;1,8;77,0;0,0;0,0;0,0;0,0;0;0,3;0,0;0,0;0,0;0,2;0,1;0,0;0,5;0,1;0,3;0,8;;0,1;0,0;;0,1;;0,4;0,0;0,2;0,0;87,0;9;9;0;0,13;1,22;;0,08;0,08;0;1,9;5,1;0,30;13,50;140;10;;0;0,80;120;110;32;550;50,0;5,00;
Räkor konserv m lag;1399;322;77;16,2;0,8;1,0;0,0;2,5;4,0;78,0;0,0;0,0;0,0;0,0;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,0;0,1;0,2;;0,0;0,0;;0,0;;0,1;0,0;0,1;0,0;170,0;15;15;0;0,33;1,22;;0,01;0,03;0;1,5;4,5;0,06;0,60;152;2;;0;1,80;59;122;32;980;21,0;1,10;
Räkor konserv u lag;1400;454;109;24,0;1,1;0,3;0,0;2,5;3,6;71,0;0,0;0,0;0,0;0,0;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,1;0,1;0,3;;0,0;0,0;;0,0;;0,2;0,0;0,1;0,0;244,0;18;18;0;0,61;1,50;;0,01;0,03;0;1,8;6,2;0,06;1,00;265;2;;0;3,10;115;122;49;980;21,0;1,30;
Räkor kokta;1401;449;107;24,0;1,1;0,0;0,0;2,5;4,0;70,9;0,0;0,0;0,0;0,0;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,1;0,1;0,3;;0,0;0,0;;0,0;;0,2;0,0;0,1;;164,0;20;20;0;0,63;1,50;;0,01;0,03;0;3,0;7,4;0,10;1,00;265;4;;62;3,10;115;122;49;980;20,0;1,30;
Kräfta konserv el kokt;1402;395;94;18,0;1,9;1,1;0,0;0,9;2,0;77,0;0,0;0,0;0,0;0,0;0;0,3;0,0;0,0;0,2;0,1;0,0;0,0;0,4;0,1;0,2;0,6;;0,1;0,1;;0,1;;0,2;0,0;0,1;0,0;122,0;18;18;0;0,61;1,50;;0,14;0,05;0;1,6;4,9;0,10;0,50;180;8;;0;0,80;45;295;34;355;50,0;2,30;
Havskräfta;1403;441;106;24,0;0,9;0,0;0,0;0,1;1,2;73,9;0,0;0,0;0,0;0,0;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,3;;0,0;0,0;;0,0;;0,2;0,0;0,1;0,0;140,0;15;15;0;0,50;1,50;;0,08;0,06;0;2,5;6,9;0,21;0,50;183;17;;70;0,80;60;274;25;53;50,0;1,30;
Friterade räkor;1404;1202;287;10,6;14,8;27,8;0,2;1,6;2,3;44,3;0,0;0,0;1,0;0,7;0;5,1;0,0;0,0;0,3;3,7;1,1;0,0;6,1;0,7;5,4;2,8;;2,8;0,0;;0,0;;0,0;0,0;0,0;;164,0;11;11;0;0,38;1,12;;0,04;0,08;0;2,7;4,6;0,08;0,80;191;4;;0;1,00;52;90;23;650;20,0;1,50;
Friterade räkor restaurang;1406;1621;387;6,9;29,1;24,7;1,1;1,0;1,2;37,0;0,0;0,0;0,5;0,0;0;3,9;0,0;0,0;0,1;2,6;1,0;0,1;10,9;0,1;10,6;12,9;;12,0;0,0;;0,7;0,1;0,0;0,1;0,0;0,2;48,7;0;6;5;0,10;12,50;25;0,03;0,01;0;0,4;1,7;0,03;0,21;233;14;6;0;0,37;29;58;17;384;11,3;0,51;
Friterad bläckfisk;1407;1220;292;18,6;17,4;15,2;0,2;1,4;2,0;46,6;0,0;0,0;1,0;0,7;0;3,1;0,0;0,0;0,0;2,5;0,0;0,0;8,0;0,0;8,0;5,5;;3,5;0,0;;1,3;;0,0;0,3;0,0;;160,0;38;38;0;0,81;0,90;;0,15;0,90;0;0,8;4,2;0,04;3,80;89;10;;0;0,60;29;150;43;570;20,0;1,70;
Friterad bläckfisk restaurang;1408;1173;280;11,3;17,8;19,1;0,0;1,5;1,8;50,1;0,0;0,0;0,0;0,0;0;2,6;0,0;0,0;0,1;1,8;0,6;0,1;6,3;0,0;6,1;8,1;;7,3;0,0;;0,4;0,4;0,1;0,0;0,3;0,2;118,0;7;7;5;0,11;10,90;8;0,02;0,06;0;1,1;3,2;0,10;1,87;146;13;8;0;0,26;13;74;15;605;24,5;0,87;
Hummersås;1409;557;133;8,3;9,8;3,2;0,1;0,8;1,9;76,8;0,0;0,1;0,7;0,1;0;5,0;0,7;0,2;0,8;2,2;0,9;0,0;3,0;0,1;2,8;0,9;0,0;0,5;0,0;0,0;0,2;0,0;0,1;0,0;0,0;0,2;72,0;83;59;50;0,30;1,21;1;0,06;0,04;0;0,8;2,4;0,04;0,27;92;7;2;28;0,43;41;132;22;313;39,8;1,43;
Räksallad majonnäs vispgrädde sparris ärter champinjoner;1410;664;159;8,0;12,7;2,8;1,2;1,1;1,7;73,5;0,0;0,8;1,4;1,0;0;3,6;0,4;0,1;0,4;1,9;0,7;0,0;2,6;0,1;2,4;5,3;0,0;4,6;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,1;87,6;72;55;207;0,19;1,12;0;0,08;0,07;7;1,1;2,5;0,08;0,39;111;39;6;9;1,29;48;167;24;427;6,0;0,70;
Räkstuvning;1411;477;114;9,9;6,0;5,1;0,2;1,3;2,1;76,8;0,0;0,0;0,7;0,0;0;1,9;0,2;0,1;0,2;0,9;0,4;0,0;2,6;0,0;2,5;1,1;0,0;0,7;0,0;0,0;0,3;0,0;0,1;0,0;0,0;0,1;80,2;59;25;23;0,63;1,32;0;0,04;0,04;0;1,2;3,0;0,05;0,42;116;3;2;11;1,25;60;77;22;512;7,8;0,58;
Räksoppa;1412;256;61;6,6;2,7;2,4;0,2;1,1;1,9;86,0;0,0;0,4;0,4;0,1;0;1,3;0,2;0,1;0,2;0,6;0,2;0,0;0,9;0,0;0,8;0,3;0,0;0,2;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;44,9;30;19;52;0,25;0,67;0;0,02;0,03;1;1,0;2,2;0,04;0,29;78;3;1;16;0,93;42;78;16;428;5,1;0,39;
Skaldjurssallad västkust m vinägrettsås;1413;367;88;8,9;4,4;2,5;1,1;0,9;1,6;81,5;0,0;0,8;0,4;0,4;0;0,4;0,0;0,0;0,0;0,2;0,1;0,0;2,3;0,0;2,1;1,4;;0,8;0,0;;0,4;0,0;0,1;0,0;0,0;0,0;63,8;26;10;183;0,14;1,87;;0,06;0,09;8;1,3;2,9;0,11;1,89;120;40;8;11;1,58;48;180;25;354;12,7;1,22;
Skaldjurssallad västkust u dressing;1414;238;57;9,5;0,9;2,0;1,2;1,0;1,7;84,8;0,0;0,9;0,4;0,4;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,3;;0,1;0,0;;0,0;0,0;0,1;0,0;0,0;0,0;51,1;26;12;164;0,16;0,70;;0,05;0,08;6;1,5;3,2;0,10;2,06;124;39;0;15;1,64;49;154;24;390;13,6;1,21;
Fiskpastej;1415;1506;360;12,6;30,6;9,4;0,0;5,0;8,0;39,4;0,0;0,0;0,0;0,0;0;3,2;0,0;0,0;0,2;2,1;0,6;0,1;13,7;0,3;12,2;11,0;;7,8;0,0;;2,9;;0,2;0,0;0,2;;18,0;100;100;0;1,50;5,50;;0,33;0,46;0;0,8;3,1;0,10;4,00;330;6;;0;1,00;43;100;15;2000;10,0;3,00;
Medelhavssallad skaldjur tonfisk majonnäsdressing sallad;1416;527;126;7,4;9,5;2,5;0,8;0,9;1,4;78,4;0,0;0,9;0,4;0,0;0;0,7;0,0;0,0;0,0;0,4;0,2;0,1;5,2;0,0;5,0;2,6;;1,7;0,0;;0,8;0,1;0,0;0,0;0,1;;37,7;6;0;72;0,20;3,15;58;0,03;0,04;0;2,1;3,4;0,09;0,65;74;22;5;0;0,25;37;157;14;361;16,3;0,33;
Skaldjurspaté;1417;631;151;11,7;10,2;2,3;2,1;1,8;2,5;71,3;0,0;0,1;0,9;0,4;0;5,8;1,0;0,3;0,9;2,5;0,9;0,0;2,4;0,2;2,1;0,8;;0,3;0,1;;0,1;0,2;0,1;0,1;0,1;0,5;104,0;138;92;489;1,23;1,09;1;0,03;0,11;0;0,8;2,9;0,07;0,72;112;14;25;0;0,35;57;189;15;713;17,7;0,63;
Räk- hummersoppa pulver tillagad m vatten mjölk;1418;212;51;2,1;2,1;5,8;0,1;1,0;1,3;88,6;0,0;0,1;1,8;0,1;0;0,8;0,1;0,0;0,1;0,4;0,3;0,0;1,0;0,0;1,0;0,1;;0,1;0,0;;0,0;;0,0;0,0;0,0;0,0;14,0;8;8;3;0,00;0,45;;0,03;0,06;0;0,2;0,6;0,03;0,16;52;14;;0;0,11;32;82;9;393;2,5;0,28;
